Open,High,Low,Close,Adj Close,Volume,Year,Month,Day
30.6,31.450001,30.280001,31.299999,31.299999,95316400,2013,Jan,89
31.280001,31.959999,31.1,31.719999,31.719999,89598000,2013,Jan,90
32.080002,32.209999,30.620001,30.950001,30.950001,98892800,2013,Jan,91
30.639999,31.709999,29.879999,30.1,30.1,173242600,2013,Jan,92
30.209999,30.35,29.530001,29.85,29.85,75332700,2013,Jan,93
30.08,30.42,30.030001,30.139999,30.139999,40256700,2013,Jan,94
30.309999,30.440001,29.27,29.66,29.66,49631500,2013,Jan,95
29.75,30.889999,29.74,30.73,30.73,55243300,2013,Jan,96
31.1,31.5,30.799999,30.82,30.82,48899800,2013,Jan,97
31.27,31.49,30.809999,31.08,31.08,43845100,2013,Jan,98
31.41,31.93,31.129999,31.540001,31.540001,54363600,2013,Jan,99
31.879999,32.509998,31.809999,32.470001,32.470001,59682500,2013,Jan,100
32,32.07,30.709999,30.790001,30.790001,72976500,2013,Jan,101
30.98,31.49,30.879999,31.24,31.24,87682100,2013,Jan,102
29.15,31.469999,28.74,30.98,30.98,190744900,2013,Jan,103
31.01,31.02,29.629999,29.73,29.73,85856700,2013,Feb,104
29.059999,29.200001,28.01,28.110001,28.110001,92362200,2013,Feb,105
28.26,28.959999,28.040001,28.639999,28.639999,47948200,2013,Feb,106
28.74,29.290001,28.66,29.049999,29.049999,38375900,2013,Feb,107
29.110001,29.15,28.27,28.65,28.65,34540100,2013,Feb,108
28.889999,29.17,28.51,28.549999,28.549999,37708800,2013,Feb,109
28.610001,28.68,28.040001,28.26,28.26,37361800,2013,Feb,110
27.67,28.16,27.1,27.370001,27.370001,93498700,2013,Feb,111
27.360001,28.32,27.309999,27.91,27.91,50164000,2013,Feb,112
28.02,28.629999,28.01,28.5,28.5,35615800,2013,Feb,113
28.52,28.75,28.09,28.32,28.32,33109300,2013,Feb,114
28.23,29.08,28.120001,28.93,28.93,49396400,2013,Feb,115
28.92,29.049999,28.33,28.459999,28.459999,42098200,2013,Feb,116
28.280001,28.549999,27.15,27.280001,27.280001,49642300,2013,Feb,117
27.620001,27.629999,26.82,27.129999,27.129999,36350200,2013,Feb,118
27.16,27.639999,27.15,27.27,27.27,34652000,2013,Feb,119
27.360001,27.459999,26.700001,27.389999,27.389999,31611700,2013,Feb,120
27.34,27.34,26.629999,26.870001,26.870001,44319700,2013,Feb,121
26.84,27.299999,26.34,27.25,27.25,83027800,2013,Feb,122
27.049999,28.120001,26.809999,27.780001,27.780001,54064800,2013,Mar,123
27.76,28.059999,27.440001,27.719999,27.719999,32400700,2013,Mar,124
27.879999,28.18,27.209999,27.52,27.52,40622200,2013,Mar,125
28.1,28.129999,27.35,27.450001,27.450001,33532600,2013,Mar,126
27.57,28.68,27.469999,28.58,28.58,74540200,2013,Mar,127
28.43,28.469999,27.73,27.959999,27.959999,44198900,2013,Mar,128
28.01,28.639999,27.83,28.139999,28.139999,35642100,2013,Mar,129
28.1,28.32,27.6,27.83,27.83,27569600,2013,Mar,130
27.620001,27.65,26.92,27.08,27.08,39619500,2013,Mar,131
27.1,27.43,26.83,27.040001,27.040001,27646400,2013,Mar,132
27.030001,27.059999,26.559999,26.65,26.65,31597400,2013,Mar,133
26.370001,26.790001,25.780001,26.49,26.49,26653700,2013,Mar,134
26.530001,26.9,26.209999,26.549999,26.549999,25254200,2013,Mar,135
26.68,26.690001,25.780001,25.860001,25.860001,44006500,2013,Mar,136
25.66,26.110001,25.559999,25.74,25.74,24336100,2013,Mar,137
25.799999,26.01,25.629999,25.73,25.73,18456300,2013,Mar,138
25.75,25.799999,25.08,25.129999,25.129999,39199000,2013,Mar,139
25.08,25.48,25.030001,25.209999,25.209999,26957200,2013,Mar,140
25,26.280001,24.719999,26.09,26.09,52297400,2013,Mar,141
26.09,26.17,25.52,25.58,25.58,28585700,2013,Mar,142
25.629999,25.889999,25.280001,25.530001,25.530001,22249300,2013,Apr,143
25.77,26.120001,25.299999,25.42,25.42,35153300,2013,Apr,144
25.83,26.389999,25.700001,26.25,26.25,48195200,2013,Apr,145
26.620001,27.23,26.110001,27.07,27.07,82016800,2013,Apr,146
26.860001,27.799999,26.610001,27.389999,27.389999,64566600,2013,Apr,147
27.190001,27.200001,26.629999,26.85,26.85,27256000,2013,Apr,148
26.58,26.889999,26.42,26.59,26.59,21311100,2013,Apr,149
27.01,27.84,26.9,27.57,27.57,45949400,2013,Apr,150
27.48,28.1,27.25,28.02,28.02,33368500,2013,Apr,151
28,28,27.24,27.4,27.4,28697400,2013,Apr,152
27.16,27.48,26.360001,26.52,26.52,30275400,2013,Apr,153
26.809999,27.110001,26.4,26.92,26.92,27365900,2013,Apr,154
26.65,27.200001,26.389999,26.629999,26.629999,26440600,2013,Apr,155
26.82,26.82,25.15,25.690001,25.690001,39059000,2013,Apr,156
25.620001,25.959999,25.33,25.73,25.73,20380900,2013,Apr,157
25.809999,26.360001,25.700001,25.969999,25.969999,25687600,2013,Apr,158
26.219999,26.33,25.77,25.98,25.98,25191500,2013,Apr,159
25.93,26.4,25.799999,26.110001,26.110001,19729900,2013,Apr,160
26.07,26.4,26,26.139999,26.139999,17150000,2013,Apr,161
26.6,27.620001,26.6,26.85,26.85,33018000,2013,Apr,162
27.16,27.41,26.860001,26.98,26.98,29201100,2013,Apr,163
27.129999,27.85,27.01,27.77,27.77,36245700,2013,Apr,164
27.85,27.92,27.309999,27.43,27.43,64567600,2013,May,165
28.01,29.02,27.98,28.969999,28.969999,104257000,2013,May,166
29.040001,29.07,28.15,28.309999,28.309999,58506400,2013,May,167
28.33,28.459999,27.48,27.57,27.57,43939400,2013,May,168
27.549999,27.85,26.85,26.889999,26.889999,41259100,2013,May,169
26.879999,27.299999,26.65,27.120001,27.120001,34654900,2013,May,170
27.08,27.549999,26.85,27.040001,27.040001,33457200,2013,May,171
27.139999,27.299999,26.57,26.68,26.68,30847100,2013,May,172
26.6,27.33,26.530001,26.82,26.82,29068800,2013,May,173
26.889999,27.280001,26.82,27.07,27.07,24930300,2013,May,174
26.92,26.99,26.4,26.6,26.6,30299800,2013,May,175
26.48,26.549999,25.9,26.129999,26.129999,35499100,2013,May,176
26.4,26.6,26.200001,26.25,26.25,29462700,2013,May,177
26.18,26.190001,25.690001,25.76,25.76,42402900,2013,May,178
25.870001,26.08,25.59,25.66,25.66,26261300,2013,May,179
25.65,25.85,24.92,25.16,25.16,45314500,2013,May,180
24.799999,25.530001,24.77,25.059999,25.059999,37663100,2013,May,181
24.969999,24.969999,24.08,24.309999,24.309999,58727900,2013,May,182
24.540001,24.540001,23.92,24.1,24.1,50079700,2013,May,183
23.790001,23.809999,23.26,23.32,23.32,64237800,2013,May,184
24.129999,24.780001,23.93,24.549999,24.549999,60733200,2013,May,185
24.629999,24.950001,24.27,24.35,24.35,35925000,2013,May,186
24.27,24.32,23.709999,23.85,23.85,35733800,2013,Jun,187
23.889999,23.93,23.32,23.52,23.52,34760800,2013,Jun,188
23.35,23.709999,22.790001,22.9,22.9,53819700,2013,Jun,189
22.99,23.09,22.67,22.969999,22.969999,31260700,2013,Jun,190
23.030001,23.4,22.860001,23.290001,23.290001,38699200,2013,Jun,191
24.059999,24.6,23.99,24.33,24.33,58393000,2013,Jun,192
24.030001,24.35,24,24.030001,24.030001,29885900,2013,Jun,193
24.16,24.26,23.58,23.77,23.77,26445800,2013,Jun,194
23.719999,23.83,23.27,23.73,23.73,31189300,2013,Jun,195
23.559999,23.889999,23.26,23.629999,23.629999,30677100,2013,Jun,196
23.91,24.25,23.75,24.02,24.02,33664500,2013,Jun,197
24.09,24.690001,24.08,24.209999,24.209999,36709100,2013,Jun,198
24.200001,25.190001,24.1,24.309999,24.309999,31790600,2013,Jun,199
24.280001,24.75,23.65,23.9,23.9,42765600,2013,Jun,200
24.59,24.700001,24.049999,24.530001,24.530001,45833900,2013,Jun,201
23.950001,24.110001,23.379999,23.940001,23.940001,40626000,2013,Jun,202
24.139999,24.43,24.040001,24.25,24.25,24713200,2013,Jun,203
24.51,24.65,23.99,24.16,24.16,29890300,2013,Jun,204
24.24,24.84,24.209999,24.66,24.66,34694100,2013,Jun,205
24.68,24.98,24.42,24.879999,24.879999,96778900,2013,Jun,206
24.969999,25.059999,24.620001,24.809999,24.809999,20582200,2013,Jul,207
24.700001,24.77,24.299999,24.41,24.41,18394100,2013,Jul,208
24.219999,24.709999,24.15,24.52,24.52,10404400,2013,Jul,209
24.65,24.66,24.200001,24.370001,24.370001,20229500,2013,Jul,210
24.469999,25.040001,24.42,24.709999,24.709999,27064600,2013,Jul,211
25.07,25.49,25.030001,25.48,25.48,30387900,2013,Jul,212
25.58,25.83,25.469999,25.799999,25.799999,26721800,2013,Jul,213
