Open,High,Low,Close,Adj Close,Volume,Year,Month,Day
20.85,20.950001,20.370001,20.469999,20.469999,33396800,2012,Nov,46
20.52,20.73,19.98,19.99,19.99,34254600,2012,Nov,47
19.959999,20,19.129999,19.209999,19.209999,42295500,2012,Nov,48
19.15,20.17,18.870001,20.07,20.07,67349200,2012,Nov,49
19.610001,20.110001,19.559999,19.860001,19.860001,71775100,2012,Nov,50
20.1,22.5,19.93,22.360001,22.360001,229751000,2012,Nov,51
22.34,22.5,21.65,22.17,22.17,78857700,2012,Nov,52
22.25,23.93,22.18,23.559999,23.559999,107182200,2012,Nov,53
23.959999,24.120001,22.82,22.92,22.92,85021300,2012,Nov,54
22.73,23.9,22.700001,23.1,23.1,46655300,2012,Nov,55
23.219999,24.530001,23.049999,24.32,24.32,89862400,2012,Nov,56
24.58,24.68,23.879999,24,24,29520900,2012,Nov,57
24.940001,26.09,24.809999,25.940001,25.940001,123865000,2012,Nov,58
26.040001,26.5,25.459999,26.15,26.15,85760600,2012,Nov,59
25.940001,26.49,25.75,26.360001,26.360001,49205600,2012,Nov,60
26.5,27.52,26.16,27.32,27.32,88759700,2012,Nov,61
27.26,28,26.76,28,28,127049600,2012,Nov,62
28,28.879999,26.98,27.040001,27.040001,123526100,2012,Dec,63
27.059999,27.76,26.68,27.459999,27.459999,72869200,2012,Dec,64
27.75,27.9,27.26,27.709999,27.709999,58976300,2012,Dec,65
27.68,27.75,26.82,26.969999,26.969999,46001500,2012,Dec,66
27.07,27.780001,26.84,27.49,27.49,51751900,2012,Dec,67
27.17,28.17,27.1,27.84,27.84,50608500,2012,Dec,68
28.07,28.24,27.66,27.98,27.98,77099100,2012,Dec,69
28,28.139999,27.370001,27.58,27.58,46704200,2012,Dec,70
27.59,28.75,27.43,28.24,28.24,81051600,2012,Dec,71
28.18,28.33,26.76,26.809999,26.809999,91631600,2012,Dec,72
26.77,27,26.32,26.75,26.75,57742500,2012,Dec,73
26.959999,27.91,26.9,27.709999,27.709999,60512900,2012,Dec,74
27.83,28.219999,26.950001,27.41,27.41,61390300,2012,Dec,75
27.49,27.6,27.129999,27.360001,27.360001,35574800,2012,Dec,76
26.66,27.01,26.120001,26.26,26.26,54555200,2012,Dec,77
26.5,26.959999,26.200001,26.93,26.93,28230100,2012,Dec,78
27.030001,27.18,26.379999,26.51,26.51,33175400,2012,Dec,79
26.549999,26.799999,25.52,26.049999,26.049999,43481700,2012,Dec,80
25.48,26.110001,25.15,25.91,25.91,56574800,2012,Dec,81
26.200001,26.99,26.110001,26.620001,26.620001,60374500,2012,Dec,82
27.440001,28.18,27.42,28,28,69846400,2013,Jan,83
27.879999,28.469999,27.59,27.77,27.77,63140600,2013,Jan,84
28.01,28.93,27.83,28.76,28.76,72715400,2013,Jan,85
28.690001,29.790001,28.65,29.42,29.42,83781800,2013,Jan,86
29.51,29.6,28.860001,29.059999,29.059999,45871300,2013,Jan,87
29.67,30.6,29.49,30.59,30.59,104787700,2013,Jan,88
